10091	 0 0 4 2 1 	0.019849785
10092	 0 0 4 2 2 	0.01604045
10093	 0 0 4 2 3 	0.01762438
10094	 0 0 4 2 4 	0.017209588
10095	 0 0 4 3 0 	0.022727273
10096	 0 0 4 3 1 	0.017860016
10097	 0 0 4 3 2 	0.017179564
10098	 0 0 4 3 3 	0.018321119
10099	 0 0 4 3 4 	0.019676186
10100	 0 1 0 4 0 	0.017384732
10101	 0 1 0 4 1 	0.020098688
10102	 0 1 0 4 2 	0.018821315
10103	 0 1 0 4 3 	0.019724483
10104	 0 1 0 4 4 	0.018089495
10105	 0 1 0 5 0 	0.017076402
10106	 0 1 0 5 1 	0.021568269
10107	 0 1 0 5 2 	0.017927943
10108	 0 1 0 5 3 	0.018741633
10109	 0 1 0 5 4 	0.015991471
10110	 0 1 0 6 0 	0.017523475
10111	 0 1 0 6 1 	0.017777436
10112	 0 1 0 6 2 	0.019165047
10113	 0 1 0 6 3 	0.019013062
10114	 0 1 0 6 4 	0.016711834
10115	 0 1 0 7 0 	0.020647977
10116	 0 1 0 7 1 	0.01970392
10117	 0 1 0 7 2 	0.020800254
10118	 0 1 0 7 3 	0.019510978
10119	 0 1 0 7 4 	0.020521841
10120	 0 1 1 4 0 	0.017487685
10121	 0 1 1 4 1 	0.01668827
10122	 0 1 1 4 2 	0.022625247
10123	 0 1 1 4 3 	0.018989035
10124	 0 1 1 4 4 	0.016897507
10125	 0 1 1 5 0 	0.018984642
10126	 0 1 1 5 1 	0.01845172
10127	 0 1 1 5 2 	0.020773825
10128	 0 1 1 5 3 	0.018581081
10129	 0 1 1 5 4 	0.016910569
10130	 0 1 1 6 0 	0.020670745
10131	 0 1 1 6 1 	0.020172649
10132	 0 1 1 6 2 	0.015831135
10133	 0 1 1 6 3 	0.018212622
10134	 0 1 1 6 4 	0.016368673
10135	 0 1 1 7 0 	0.015837494
10136	 0 1 1 7 1 	0.0214309
10137	 0 1 1 7 2 	0.019109429
10138	 0 1 1 7 3 	0.015123457
10139	 0 1 1 7 4 	0.018926689
10140	 0 1 2 4 0 	0.015576324
10141	 0 1 2 4 1 	0.01953125
10142	 0 1 2 4 2 	0.01779429
10143	 0 1 2 4 3 	0.016056857
10144	 0 1 2 4 4 	0.01970294
10145	 0 1 2 5 0 	0.018425302
10146	 0 1 2 5 1 	0.018336201
10147	 0 1 2 5 2 	0.018951514
10148	 0 1 2 5 3 	0.017854464
10149	 0 1 2 5 4 	0.018939997
10150	 0 1 2 6 0 	0.019178903
10151	 0 1 2 6 1 	0.018590064
10152	 0 1 2 6 2 	0.015592274
10153	 0 1 2 6 3 	0.018835616
10154	 0 1 2 6 4 	0.020590717
10155	 0 1 2 7 0 	0.019558453
10156	 0 1 2 7 1 	0.018836201
10157	 0 1 2 7 2 	0.017969968
10158	 0 1 2 7 3 	0.02087994
10159	 0 1 2 7 4 	0.013405681
10160	 0 1 3 4 0 	0.016658124
10161	 0 1 3 4 1 	0.017023073
10162	 0 1 3 4 2 	0.018271539
10163	 0 1 3 4 3 	0.018382795
10164	 0 1 3 4 4 	0.018028893
10165	 0 1 3 5 0 	0.020061412
10166	 0 1 3 5 1 	0.016575204
10167	 0 1 3 5 2 	0.016996449
10168	 0 1 3 5 3 	0.01865865
10169	 0 1 3 5 4 	0.019112628
10170	 0 1 3 6 0 	0.019558736
10171	 0 1 3 6 1 	0.019362465
10172	 0 1 3 6 2 	0.01803504
10173	 0 1 3 6 3 	0.017911883
10174	 0 1 3 6 4 	0.019941757
10175	 0 1 3 7 0 	0.019309049
10176	 0 1 3 7 1 	0.019412704
10177	 0 1 3 7 2 	0.01640159
10178	 0 1 3 7 3 	0.016428033
10179	 0 1 3 7 4 	0.022408242
10180	 0 1 4 4 0 	0.017974835
10181	 0 1 4 4 1 	0.017082337
10182	 0 1 4 4 2 	0.019935095
10183	 0 1 4 4 3 	0.018752191
10184	 0 1 4 4 4 	0.016069221
10185	 0 1 4 5 0 	0.019161842
10186	 0 1 4 5 1 	0.014713343
10187	 0 1 4 5 2 	0.017978921
10188	 0 1 4 5 3 	0.017814411
10189	 0 1 4 5 4 	0.020362274
10190	 0 1 4 6 0 	0.019410793
10191	 0 1 4 6 1 	 0.0192     
10192	 0 1 4 6 2 	0.016553197
10193	 0 1 4 6 3 	0.017928954
10194	 0 1 4 6 4 	0.018648839
10195	 0 1 4 7 0 	0.021460713
10196	 0 1 4 7 1 	0.017304965
10197	 0 1 4 7 2 	0.021372063
10198	 0 1 4 7 3 	0.019105984
10199	 0 1 4 7 4 	0.027111111
